doc,group_id,entity,options,main_LAD,domain,article_id_group
"There were welcome victories for all three of Fenland's senior teams in action this afternoon.

Wisbech Town are up to 17th in the Pitching In Northern Premier League Midland Division, four places off the bottom, after a 2-0 win at Daventry Town.

Toby Allen's fifth goal of the season gave the Fenmen a 14th minute lead and Liam Adams made it 2-0 in the first minute of the second half, thus securing Town's first league away win in nearly two years.

Toby Allen netted for Wisbech Town this afternoon

In the Thurlow Nunn Eastern Counties League Premier Division, it's now three league wins on the bounce for March Town, after losing their first five.

The Hares are up to 13th ahead of Tuesday night's trip to 18th placed Ely City, after thumping mid-table Kirkley and Pakefield 5-1. After scoring just one goal in the first seven games of the season, super striker Jack Friend netted four times to make it eight in his last four, and the impressive Jack Frohawk was also on target.

Parson Drove pulled off a great victory in the Thurlow Nunn Eastern Counties League First Division North, beating promotion-chasing Sheringham 1-0 at home. Drove's second win of the season lifts them up to 13th place, four points off the bottom. Ryan Lennon's fourth of the season secured the win.

Jack Friend netted four goals for March today

Wisbech St Mary's game at Leiston Reserves in the same division was postponed. A tweet from Leiston said it was because of a bereavement connected to the Saints.",ID_82,Ely City,"Bristol, City of; East Cambridgeshire; Sefton; Sheffield; Wirral",Fenland,fenlandcitizen.co.uk,article-2073309
"Three boys have been arrested after a Blackpool teenager was violently assaulted and robbed in broad daylight.
The victim, aged 14, and two friends were approached by a group of several boys on Wednesday (April 14) at around 2.30pm down Dinmore Avenue.
It was then that he was punched to the floor before being kicked and his head stamped on.
A gold ring was stolen from the boy during the viscous incident.
The group attacking the 14-year-old ran from the scene, leaving the victim with head, face, and finger injuries.
Following enquiries from police on Thursday, three boys have been arrested in connection with the attack.
A 17-year-old boy and two boys aged 16, all from Blackpool, were arrested on suspicion of robbery and have been bailed to May 12.
Det Insp Abi Finch-Hall, of Blackpool CID: “This was a particularly shocking and violent robbery which we know has caused considerable anger and concern in the Grange Park community.
“We have made three arrests in connection with our investigation and are making further enquiries as part of the robbery to identify additional suspects.
“We realise people will have strong views on the attack and may seek forms of retribution – I would encourage people not to do this and to allow us to do our jobs and investigate the matter fully.
“We have increased patrols in the area and I want to reassure residents this is very much an ongoing investigation.
“If you have any information which can assist our enquiries please come forward and contact police in confidence.”
Anyone with information can contact police on 101 quoting log 0920 of April 14.
Alternatively contact independent charity Crimestoppers on 0800 555 111.
Download the LancsLive app for free on iPhone here and Android here .
You can sign up for free daily updates with the LancsLive newsletter here .
To keep updated, follow LancsLive on Facebook and @LiveLancs on Twitter .",ID_83,Blackpool,Blackpool; South Hams; Teignbridge,Preston,lancs.live,article-2117266
"Three boys have been arrested after a Blackpool teenager was violently assaulted and robbed in broad daylight.
The victim, aged 14, and two friends were approached by a group of several boys on Wednesday (April 14) at around 2.30pm down Dinmore Avenue.
It was then that he was punched to the floor before being kicked and his head stamped on.
A gold ring was stolen from the boy during the viscous incident.
The group attacking the 14-year-old ran from the scene, leaving the victim with head, face, and finger injuries.
Following enquiries from police on Thursday, three boys have been arrested in connection with the attack.
A 17-year-old boy and two boys aged 16, all from Blackpool, were arrested on suspicion of robbery and have been bailed to May 12.
Det Insp Abi Finch-Hall, of Blackpool CID: “This was a particularly shocking and violent robbery which we know has caused considerable anger and concern in the Grange Park community.
“We have made three arrests in connection with our investigation and are making further enquiries as part of the robbery to identify additional suspects.
“We realise people will have strong views on the attack and may seek forms of retribution – I would encourage people not to do this and to allow us to do our jobs and investigate the matter fully.
“We have increased patrols in the area and I want to reassure residents this is very much an ongoing investigation.
“If you have any information which can assist our enquiries please come forward and contact police in confidence.”
Anyone with information can contact police on 101 quoting log 0920 of April 14.
Alternatively contact independent charity Crimestoppers on 0800 555 111.
Download the LancsLive app for free on iPhone here and Android here .
You can sign up for free daily updates with the LancsLive newsletter here .
To keep updated, follow LancsLive on Facebook and @LiveLancs on Twitter .",ID_83,Dinmore Avenue,Birmingham; Blackpool,Preston,lancs.live,article-2117266
"Three boys have been arrested after a Blackpool teenager was violently assaulted and robbed in broad daylight.
The victim, aged 14, and two friends were approached by a group of several boys on Wednesday (April 14) at around 2.30pm down Dinmore Avenue.
It was then that he was punched to the floor before being kicked and his head stamped on.
A gold ring was stolen from the boy during the viscous incident.
The group attacking the 14-year-old ran from the scene, leaving the victim with head, face, and finger injuries.
Following enquiries from police on Thursday, three boys have been arrested in connection with the attack.
A 17-year-old boy and two boys aged 16, all from Blackpool, were arrested on suspicion of robbery and have been bailed to May 12.
Det Insp Abi Finch-Hall, of Blackpool CID: “This was a particularly shocking and violent robbery which we know has caused considerable anger and concern in the Grange Park community.
“We have made three arrests in connection with our investigation and are making further enquiries as part of the robbery to identify additional suspects.
“We realise people will have strong views on the attack and may seek forms of retribution – I would encourage people not to do this and to allow us to do our jobs and investigate the matter fully.
“We have increased patrols in the area and I want to reassure residents this is very much an ongoing investigation.
“If you have any information which can assist our enquiries please come forward and contact police in confidence.”
Anyone with information can contact police on 101 quoting log 0920 of April 14.
Alternatively contact independent charity Crimestoppers on 0800 555 111.
Download the LancsLive app for free on iPhone here and Android here .
You can sign up for free daily updates with the LancsLive newsletter here .
To keep updated, follow LancsLive on Facebook and @LiveLancs on Twitter .",ID_83,Grange Park,"Blackpool; Bradford; Bristol, City of; Calderdale; Charnwood; Cherwell; City of Edinburgh; Cumberland; Doncaster; Dorset; Ealing; East Hertfordshire; East Lindsey; East Riding of Yorkshire; Enfield; Fife; Herefordshire, County of; Mid and East Antrim; Monmouthshire; North Northamptonshire; North Tyneside; Northumberland; Perth and Kinross; Rushcliffe; Sefton; Shropshire; South Gloucestershire; St. Helens; Stratford-on-Avon; Swindon; Teignbridge; Wakefield; Waverley; West Lindsey; West Northamptonshire; Winchester; Woking; Worthing",Preston,lancs.live,article-2117266
"Under amended plans - which attracted two objections from near neighbours over traffic, access and environmental concerns - six four-bedroom semi-detached homes, four three-bedroom semi-detached homes, two two-bedroom semi-detached homes, and three affordable two-bedroom terraced homes will be built on land off Ffordd Newydd.",ID_84,Ffordd Newydd,Bridgend; Caerphilly; Carmarthenshire; Ceredigion; Conwy; Denbighshire; Flintshire; Gwynedd; Powys; Wrexham,Gwynedd,cambrian-news.co.uk,article-2177010
"Watch more of our videos on Shots!

and live on Freeview channel 276 Visit Shots! now

Alexander Thomas Sanderson, who also assaulted a police officer in a separate incident, was jailed after Teesside magistrates decided he had a “flagrant disregard for court orders”.

Sanderson, 30, of Winterbottom Avenue, Hartlepool, imprisoned for 38 weeks after he admitted 16 offences across a 13-month period.

Advertisement Hide Ad

Advertisement Hide Ad

Sign up to the daily Crime UK newsletter. All the latest crime news and trials from across the UK. Sign up Thank you for signing up! Did you know with a Digital Subscription to Hartlepool Mail, you can get unlimited access to the website including our premium content, as well as benefiting from fewer ads, loyalty rewards and much more. Learn More Sorry, there seem to be some issues. Please try again later. Submitting...

They included three driving while disqualified offences on January 28, March 17 and April 7 of last year.

The Hartlepool case took place at Teesside Magistrates' Court, in Middlesbrough. Picture by FRANK REID

The incidents took place in the town’s Elwick Road, Blacklock Gardens and Marina Way respectively.

Sanderson also admitted six associated motoring offences, including three drug-driving charges across two of the incidents, as well as three separate possession of drugs charges.

In addition, he pleaded guilty to three counts of failing to surrender to custody.

Advertisement Hide Ad

Advertisement Hide Ad

Sanderson was also banned from driving for three years and ordered to pay the policemen £25 compensation following the assault on June 19 last year.

Support your Mail and become a subscriber today. Enjoy unlimited access to local news, the latest football stories and new puzzles every day.",ID_85,Teesside,Middlesbrough; Stockton-on-Tees,Hartlepool,hartlepoolmail.co.uk,article-2227302
"Watch more of our videos on Shots!

and live on Freeview channel 276 Visit Shots! now

Alexander Thomas Sanderson, who also assaulted a police officer in a separate incident, was jailed after Teesside magistrates decided he had a “flagrant disregard for court orders”.

Sanderson, 30, of Winterbottom Avenue, Hartlepool, imprisoned for 38 weeks after he admitted 16 offences across a 13-month period.

Advertisement Hide Ad

Advertisement Hide Ad

Sign up to the daily Crime UK newsletter. All the latest crime news and trials from across the UK. Sign up Thank you for signing up! Did you know with a Digital Subscription to Hartlepool Mail, you can get unlimited access to the website including our premium content, as well as benefiting from fewer ads, loyalty rewards and much more. Learn More Sorry, there seem to be some issues. Please try again later. Submitting...

They included three driving while disqualified offences on January 28, March 17 and April 7 of last year.

The Hartlepool case took place at Teesside Magistrates' Court, in Middlesbrough. Picture by FRANK REID

The incidents took place in the town’s Elwick Road, Blacklock Gardens and Marina Way respectively.

Sanderson also admitted six associated motoring offences, including three drug-driving charges across two of the incidents, as well as three separate possession of drugs charges.

In addition, he pleaded guilty to three counts of failing to surrender to custody.

Advertisement Hide Ad

Advertisement Hide Ad

Sanderson was also banned from driving for three years and ordered to pay the policemen £25 compensation following the assault on June 19 last year.

Support your Mail and become a subscriber today. Enjoy unlimited access to local news, the latest football stories and new puzzles every day.",ID_85,Winterbottom Avenue,Hartlepool,Hartlepool,hartlepoolmail.co.uk,article-2227302
"Watch more of our videos on Shots!

and live on Freeview channel 276 Visit Shots! now

Alexander Thomas Sanderson, who also assaulted a police officer in a separate incident, was jailed after Teesside magistrates decided he had a “flagrant disregard for court orders”.

Sanderson, 30, of Winterbottom Avenue, Hartlepool, imprisoned for 38 weeks after he admitted 16 offences across a 13-month period.

Advertisement Hide Ad

Advertisement Hide Ad

Sign up to the daily Crime UK newsletter. All the latest crime news and trials from across the UK. Sign up Thank you for signing up! Did you know with a Digital Subscription to Hartlepool Mail, you can get unlimited access to the website including our premium content, as well as benefiting from fewer ads, loyalty rewards and much more. Learn More Sorry, there seem to be some issues. Please try again later. Submitting...

They included three driving while disqualified offences on January 28, March 17 and April 7 of last year.

The Hartlepool case took place at Teesside Magistrates' Court, in Middlesbrough. Picture by FRANK REID

The incidents took place in the town’s Elwick Road, Blacklock Gardens and Marina Way respectively.

Sanderson also admitted six associated motoring offences, including three drug-driving charges across two of the incidents, as well as three separate possession of drugs charges.

In addition, he pleaded guilty to three counts of failing to surrender to custody.

Advertisement Hide Ad

Advertisement Hide Ad

Sanderson was also banned from driving for three years and ordered to pay the policemen £25 compensation following the assault on June 19 last year.

Support your Mail and become a subscriber today. Enjoy unlimited access to local news, the latest football stories and new puzzles every day.",ID_85,Hartlepool,Hartlepool,Hartlepool,hartlepoolmail.co.uk,article-2227302
"Watch more of our videos on Shots!

and live on Freeview channel 276 Visit Shots! now

Alexander Thomas Sanderson, who also assaulted a police officer in a separate incident, was jailed after Teesside magistrates decided he had a “flagrant disregard for court orders”.

Sanderson, 30, of Winterbottom Avenue, Hartlepool, imprisoned for 38 weeks after he admitted 16 offences across a 13-month period.

Advertisement Hide Ad

Advertisement Hide Ad

Sign up to the daily Crime UK newsletter. All the latest crime news and trials from across the UK. Sign up Thank you for signing up! Did you know with a Digital Subscription to Hartlepool Mail, you can get unlimited access to the website including our premium content, as well as benefiting from fewer ads, loyalty rewards and much more. Learn More Sorry, there seem to be some issues. Please try again later. Submitting...

They included three driving while disqualified offences on January 28, March 17 and April 7 of last year.

The Hartlepool case took place at Teesside Magistrates' Court, in Middlesbrough. Picture by FRANK REID

The incidents took place in the town’s Elwick Road, Blacklock Gardens and Marina Way respectively.

Sanderson also admitted six associated motoring offences, including three drug-driving charges across two of the incidents, as well as three separate possession of drugs charges.

In addition, he pleaded guilty to three counts of failing to surrender to custody.

Advertisement Hide Ad

Advertisement Hide Ad

Sanderson was also banned from driving for three years and ordered to pay the policemen £25 compensation following the assault on June 19 last year.

Support your Mail and become a subscriber today. Enjoy unlimited access to local news, the latest football stories and new puzzles every day.",ID_85,Middlesbrough,Middlesbrough,Hartlepool,hartlepoolmail.co.uk,article-2227302
"Watch more of our videos on Shots!

and live on Freeview channel 276 Visit Shots! now

Alexander Thomas Sanderson, who also assaulted a police officer in a separate incident, was jailed after Teesside magistrates decided he had a “flagrant disregard for court orders”.

Sanderson, 30, of Winterbottom Avenue, Hartlepool, imprisoned for 38 weeks after he admitted 16 offences across a 13-month period.

Advertisement Hide Ad

Advertisement Hide Ad

Sign up to the daily Crime UK newsletter. All the latest crime news and trials from across the UK. Sign up Thank you for signing up! Did you know with a Digital Subscription to Hartlepool Mail, you can get unlimited access to the website including our premium content, as well as benefiting from fewer ads, loyalty rewards and much more. Learn More Sorry, there seem to be some issues. Please try again later. Submitting...

They included three driving while disqualified offences on January 28, March 17 and April 7 of last year.

The Hartlepool case took place at Teesside Magistrates' Court, in Middlesbrough. Picture by FRANK REID

The incidents took place in the town’s Elwick Road, Blacklock Gardens and Marina Way respectively.

Sanderson also admitted six associated motoring offences, including three drug-driving charges across two of the incidents, as well as three separate possession of drugs charges.

In addition, he pleaded guilty to three counts of failing to surrender to custody.

Advertisement Hide Ad

Advertisement Hide Ad

Sanderson was also banned from driving for three years and ordered to pay the policemen £25 compensation following the assault on June 19 last year.

Support your Mail and become a subscriber today. Enjoy unlimited access to local news, the latest football stories and new puzzles every day.",ID_85,Elwick Road,Ashford; Derby; Hartlepool; Thurrock,Hartlepool,hartlepoolmail.co.uk,article-2227302
"Watch more of our videos on Shots!

and live on Freeview channel 276 Visit Shots! now

Alexander Thomas Sanderson, who also assaulted a police officer in a separate incident, was jailed after Teesside magistrates decided he had a “flagrant disregard for court orders”.

Sanderson, 30, of Winterbottom Avenue, Hartlepool, imprisoned for 38 weeks after he admitted 16 offences across a 13-month period.

Advertisement Hide Ad

Advertisement Hide Ad

Sign up to the daily Crime UK newsletter. All the latest crime news and trials from across the UK. Sign up Thank you for signing up! Did you know with a Digital Subscription to Hartlepool Mail, you can get unlimited access to the website including our premium content, as well as benefiting from fewer ads, loyalty rewards and much more. Learn More Sorry, there seem to be some issues. Please try again later. Submitting...

They included three driving while disqualified offences on January 28, March 17 and April 7 of last year.

The Hartlepool case took place at Teesside Magistrates' Court, in Middlesbrough. Picture by FRANK REID

The incidents took place in the town’s Elwick Road, Blacklock Gardens and Marina Way respectively.

Sanderson also admitted six associated motoring offences, including three drug-driving charges across two of the incidents, as well as three separate possession of drugs charges.

In addition, he pleaded guilty to three counts of failing to surrender to custody.

Advertisement Hide Ad

Advertisement Hide Ad

Sanderson was also banned from driving for three years and ordered to pay the policemen £25 compensation following the assault on June 19 last year.

Support your Mail and become a subscriber today. Enjoy unlimited access to local news, the latest football stories and new puzzles every day.",ID_85,Marina Way,Brighton and Hove; Buckinghamshire; Chelmsford; East Dunbartonshire; Hartlepool; Mid Devon; North Yorkshire; Richmond upon Thames; Slough; South Oxfordshire; Stockton-on-Tees; Stoke-on-Trent,Hartlepool,hartlepoolmail.co.uk,article-2227302
"Watch more of our videos on Shots!

and live on Freeview channel 276 Visit Shots! now

But the woman behind the mass memorial is furious because she says local parish councils and MK Council have refused to support the event, which is called Candleight4covid.

Deborah Lewis, who lost her dad to Covid last April, said: ""I have done my utmost to remain strictly non-political but, I can no longer sit back and let the sheer hypocrisy continue, especially from elected official in Milton Keynes who will shortly go to the polls claiming they care about their constituents.""

Advertisement

Advertisement

She approached MK Council and parish councils all over MK to ask for contributions towards the cost of the event, which will consist of a lantern parade followed by a ceremony in MK Rose on June 23.

Deborah's mum and dad died within six months of each other

The cash was needed to pay for public liability insurance, staging, lighting, and sound, a wet weather shelter and seating for dignitaries and performers, Portaloo provision and decorations.

But all of them have refused, said Deborah.

""The response has been soul destroying. I have contacted the Tory party, Labour and the Lib Dems. None of them have bothered to respond,"" she claimed.

Deborah has contacted parish councils and they too have not helped. A couple have replied saying they ""could not justify the expense"", she said.

Deborah Lewis

Advertisement

Advertisement

""Since when has anyone needed to 'justify' supporting the bereaved? Many of us have so far have never been permitted a wake or memorial and an opportunity to unite in our grief.""

Deborah added: ""Many of these officials will stand before the public on May 6 'claiming 'to care for their constituents'. This simply does not seem to be true...Ironically, these will be the very same people who will be expected to receive an invite to this event and claim they have the bereaved in their thought and hearts.

She said the Parks Trust has been helpful and she has obtained all the necessary licences and permission to hold the memorial event. Milton Keynes Community Foundation has also agreed £3,000 of funding.

Deborah's mum and dad passed away just six months apart, though her mum died of cancer. The memorial event is to remember all lives lost during the pandemic, whether or not Covid was the cause of death.

Advertisement

Advertisement

Deborah founded a support group called Covid19 Families because she was horrified at the lack of support she received when her father died. During lockdown, shut away from sympathetic relatives, colleagues and friends, and unable to even organise a proper funeral, she felt very alone, she said.

""The one group who are actually receiving very, very little support are the Covid bereaved... It's hard enough to lose someone at anytime but losing someone during the lockdown was and still is horrendous, and the long term mental health effects of grieving during lockdown are yet to manifest themselves.""

Covid19 Families group soon spread all over the UK. There are now 37 regional groups, supporting more than 3,500 bereaved people, said Deborah.

She believes the MK memorial event would attract national media and TV coverage.

Advertisement

Advertisement

""It will allow the many who have been denied a moment to reflect and unite in grief that final act of closure. Not just the families, but friends, neighbours, work colleagues, and associates,"" she said.

""For over a year now, those experiencing grief have been denied the right to remember and mark the passing of their loved ones due to pandemic restrictions, and for many, myself including this is an important part of the grieving process - closure.

""This event now has the dubious honour of becoming the very first public attendance memorial event to take place anywhere in the UK and will quite literally shine a light on Milton Keynes and show just how a memorial event can go ahead in a safe and socially distanced manner leading the way for the rest of the country.""

But, without more cash, the event could be in jeopardy.",ID_86,Milton Keynes,Milton Keynes,Milton Keynes,miltonkeynes.co.uk,article-2243556
"Watch more of our videos on Shots!

and live on Freeview channel 276 Visit Shots! now

But the woman behind the mass memorial is furious because she says local parish councils and MK Council have refused to support the event, which is called Candleight4covid.

Deborah Lewis, who lost her dad to Covid last April, said: ""I have done my utmost to remain strictly non-political but, I can no longer sit back and let the sheer hypocrisy continue, especially from elected official in Milton Keynes who will shortly go to the polls claiming they care about their constituents.""

Advertisement

Advertisement

She approached MK Council and parish councils all over MK to ask for contributions towards the cost of the event, which will consist of a lantern parade followed by a ceremony in MK Rose on June 23.

Deborah's mum and dad died within six months of each other

The cash was needed to pay for public liability insurance, staging, lighting, and sound, a wet weather shelter and seating for dignitaries and performers, Portaloo provision and decorations.

But all of them have refused, said Deborah.

""The response has been soul destroying. I have contacted the Tory party, Labour and the Lib Dems. None of them have bothered to respond,"" she claimed.

Deborah has contacted parish councils and they too have not helped. A couple have replied saying they ""could not justify the expense"", she said.

Deborah Lewis

Advertisement

Advertisement

""Since when has anyone needed to 'justify' supporting the bereaved? Many of us have so far have never been permitted a wake or memorial and an opportunity to unite in our grief.""

Deborah added: ""Many of these officials will stand before the public on May 6 'claiming 'to care for their constituents'. This simply does not seem to be true...Ironically, these will be the very same people who will be expected to receive an invite to this event and claim they have the bereaved in their thought and hearts.

She said the Parks Trust has been helpful and she has obtained all the necessary licences and permission to hold the memorial event. Milton Keynes Community Foundation has also agreed £3,000 of funding.

Deborah's mum and dad passed away just six months apart, though her mum died of cancer. The memorial event is to remember all lives lost during the pandemic, whether or not Covid was the cause of death.

Advertisement

Advertisement

Deborah founded a support group called Covid19 Families because she was horrified at the lack of support she received when her father died. During lockdown, shut away from sympathetic relatives, colleagues and friends, and unable to even organise a proper funeral, she felt very alone, she said.

""The one group who are actually receiving very, very little support are the Covid bereaved... It's hard enough to lose someone at anytime but losing someone during the lockdown was and still is horrendous, and the long term mental health effects of grieving during lockdown are yet to manifest themselves.""

Covid19 Families group soon spread all over the UK. There are now 37 regional groups, supporting more than 3,500 bereaved people, said Deborah.

She believes the MK memorial event would attract national media and TV coverage.

Advertisement

Advertisement

""It will allow the many who have been denied a moment to reflect and unite in grief that final act of closure. Not just the families, but friends, neighbours, work colleagues, and associates,"" she said.

""For over a year now, those experiencing grief have been denied the right to remember and mark the passing of their loved ones due to pandemic restrictions, and for many, myself including this is an important part of the grieving process - closure.

""This event now has the dubious honour of becoming the very first public attendance memorial event to take place anywhere in the UK and will quite literally shine a light on Milton Keynes and show just how a memorial event can go ahead in a safe and socially distanced manner leading the way for the rest of the country.""

But, without more cash, the event could be in jeopardy.",ID_86,MK,Bromley; Croydon; Derry City and Strabane; Greenwich; Kensington and Chelsea; Milton Keynes; Westminster; Wolverhampton,Milton Keynes,miltonkeynes.co.uk,article-2243556
"Watch more of our videos on Shots!

and live on Freeview channel 276 Visit Shots! now

But the woman behind the mass memorial is furious because she says local parish councils and MK Council have refused to support the event, which is called Candleight4covid.

Deborah Lewis, who lost her dad to Covid last April, said: ""I have done my utmost to remain strictly non-political but, I can no longer sit back and let the sheer hypocrisy continue, especially from elected official in Milton Keynes who will shortly go to the polls claiming they care about their constituents.""

Advertisement

Advertisement

She approached MK Council and parish councils all over MK to ask for contributions towards the cost of the event, which will consist of a lantern parade followed by a ceremony in MK Rose on June 23.

Deborah's mum and dad died within six months of each other

The cash was needed to pay for public liability insurance, staging, lighting, and sound, a wet weather shelter and seating for dignitaries and performers, Portaloo provision and decorations.

But all of them have refused, said Deborah.

""The response has been soul destroying. I have contacted the Tory party, Labour and the Lib Dems. None of them have bothered to respond,"" she claimed.

Deborah has contacted parish councils and they too have not helped. A couple have replied saying they ""could not justify the expense"", she said.

Deborah Lewis

Advertisement

Advertisement

""Since when has anyone needed to 'justify' supporting the bereaved? Many of us have so far have never been permitted a wake or memorial and an opportunity to unite in our grief.""

Deborah added: ""Many of these officials will stand before the public on May 6 'claiming 'to care for their constituents'. This simply does not seem to be true...Ironically, these will be the very same people who will be expected to receive an invite to this event and claim they have the bereaved in their thought and hearts.

She said the Parks Trust has been helpful and she has obtained all the necessary licences and permission to hold the memorial event. Milton Keynes Community Foundation has also agreed £3,000 of funding.

Deborah's mum and dad passed away just six months apart, though her mum died of cancer. The memorial event is to remember all lives lost during the pandemic, whether or not Covid was the cause of death.

Advertisement

Advertisement

Deborah founded a support group called Covid19 Families because she was horrified at the lack of support she received when her father died. During lockdown, shut away from sympathetic relatives, colleagues and friends, and unable to even organise a proper funeral, she felt very alone, she said.

""The one group who are actually receiving very, very little support are the Covid bereaved... It's hard enough to lose someone at anytime but losing someone during the lockdown was and still is horrendous, and the long term mental health effects of grieving during lockdown are yet to manifest themselves.""

Covid19 Families group soon spread all over the UK. There are now 37 regional groups, supporting more than 3,500 bereaved people, said Deborah.

She believes the MK memorial event would attract national media and TV coverage.

Advertisement

Advertisement

""It will allow the many who have been denied a moment to reflect and unite in grief that final act of closure. Not just the families, but friends, neighbours, work colleagues, and associates,"" she said.

""For over a year now, those experiencing grief have been denied the right to remember and mark the passing of their loved ones due to pandemic restrictions, and for many, myself including this is an important part of the grieving process - closure.

""This event now has the dubious honour of becoming the very first public attendance memorial event to take place anywhere in the UK and will quite literally shine a light on Milton Keynes and show just how a memorial event can go ahead in a safe and socially distanced manner leading the way for the rest of the country.""

But, without more cash, the event could be in jeopardy.",ID_86,Rose,Cornwall; Dover; Rugby; South Gloucestershire; Stoke-on-Trent; Tendring; Test Valley; Warrington; Winchester; Windsor and Maidenhead,Milton Keynes,miltonkeynes.co.uk,article-2243556
"Watch more of our videos on Shots!

and live on Freeview channel 276 Visit Shots! now

Carter Anderson, of Junction Street, Derby, has been charged with assault by beating, criminal damage to property valued under £5,000 and possession of an offensive weapon in a public place.

He appeared at Nottingham Magistrates’ Court on Friday 7 May in connection with the incident in St Albans Road in Bulwell at around 9.40am on Thursday, May 6.

Advertisement

Advertisement

The 32-year-old was released on conditional bail ahead of a trial at Nottingham Magistrates’ Court on October 29.",ID_87,Junction Street,Barnsley; Blackburn with Darwen; Burnley; Coventry; Cumberland; Derby; Dudley; Leeds; Oldham; Pendle; Sandwell; Tameside; Walsall; Wealden,Ashfield,hucknalldispatch.co.uk,article-2245235
"Watch more of our videos on Shots!

and live on Freeview channel 276 Visit Shots! now

Carter Anderson, of Junction Street, Derby, has been charged with assault by beating, criminal damage to property valued under £5,000 and possession of an offensive weapon in a public place.

He appeared at Nottingham Magistrates’ Court on Friday 7 May in connection with the incident in St Albans Road in Bulwell at around 9.40am on Thursday, May 6.

Advertisement

Advertisement

The 32-year-old was released on conditional bail ahead of a trial at Nottingham Magistrates’ Court on October 29.",ID_87,Derby,Derby; North Devon; Pembrokeshire,Ashfield,hucknalldispatch.co.uk,article-2245235
"Watch more of our videos on Shots!

and live on Freeview channel 276 Visit Shots! now

Carter Anderson, of Junction Street, Derby, has been charged with assault by beating, criminal damage to property valued under £5,000 and possession of an offensive weapon in a public place.

He appeared at Nottingham Magistrates’ Court on Friday 7 May in connection with the incident in St Albans Road in Bulwell at around 9.40am on Thursday, May 6.

Advertisement

Advertisement

The 32-year-old was released on conditional bail ahead of a trial at Nottingham Magistrates’ Court on October 29.",ID_87,St Albans Road,Barnet; Birmingham; Blackburn with Darwen; Brent; Cambridge; Camden; Dacorum; Derby; Gloucester; Hertsmere; Kingston upon Thames; Lancaster; Leicester; Medway; North Hertfordshire; Nottingham; Portsmouth; Redbridge; Sandwell; Sheffield; St Albans; Stafford; Sutton; Torbay; Watford,Ashfield,hucknalldispatch.co.uk,article-2245235
"Watch more of our videos on Shots!

and live on Freeview channel 276 Visit Shots! now

Carter Anderson, of Junction Street, Derby, has been charged with assault by beating, criminal damage to property valued under £5,000 and possession of an offensive weapon in a public place.

He appeared at Nottingham Magistrates’ Court on Friday 7 May in connection with the incident in St Albans Road in Bulwell at around 9.40am on Thursday, May 6.

Advertisement

Advertisement

The 32-year-old was released on conditional bail ahead of a trial at Nottingham Magistrates’ Court on October 29.",ID_87,Bulwell,Nottingham,Ashfield,hucknalldispatch.co.uk,article-2245235
